STOPID,STOP_NAME,CLEVERID,DIRECTION,TIMEPOINT,ROUTES_SER,ROUTES_COU,LATITUDE,LONGITUDE,MODE,SHELTER,STOP_TYPE,ON_AVWK_FY,OFF_AVWK_F,ON_AVWK__1,OFF_AVWK_1,AVGWKDY_DE
"E14450","COAL ST AT SOUTH AVE",7273,"Inbound","N","61A",1,40.44014,-79.880271,"Bus","No Shelter","Bus Stop",21.819992736,10.8963378077,"22","11",0.01
"E14480","COAL ST AT WALNUT ST FS",19407,"Inbound","00769","61A",1,40.436515,-79.882326,"Bus","No Shelter","Bus Stop",15.4627829047,3.90807857611,"15","4",0
"E14510","COAL ST OPP WOODWORTH ST",7077,"Inbound","N","61A",1,40.437552,-79.881708,"Bus","No Shelter","Bus Stop",5.66941499872,0.621529458269,"6","1",0
"E15030","COLUMBO ST AT ATLANTIC AVE",19465,"Outbound","N","89",1,40.468928,-79.938122,"Bus","No Shelter","Bus Stop",2.06799909421,10.7288538,"2","11",0.01
"E15050","COLUMBO ST AT PACIFIC AVE",9246,"Outbound","N","89",1,40.469053,-79.939173,"Bus","No Shelter","Bus Stop",1.45024400675,5.49447367468,"1","5",0
"E15060","COLUMBO ST AT PACIFIC AVE",9217,"Inbound","N","89",1,40.469104,-79.938966,"Bus","No Shelter","Bus Stop",6.19124033528,3.03697172112,"6","3",0
"E15070","COLUMBO ST AT #5149",9218,"Inbound","N","89",1,40.469938,-79.940215,"Bus","No Shelter","Bus Stop",4.86528055955,2.35850025612,"5","2",0.02
"E15080","COLUMBO ST AT #5134",9244,"Outbound","N","89",1,40.469976,-79.940381,"Bus","No Shelter","Bus Stop",4.07194140153,10.1015299536,"4","10",0.01
"E15100","SCHENLEY AVE OPP COLUMBO ST",20098,"Outbound","N","89",1,40.471686,-79.94016,"Bus","No Shelter","Bus Stop",3.33602985007,5.37240293019,"3","5",0.04
"E15110","COMMERCIAL ST AT BLACKHAWK ST",18996,"Both","N","71, P71",2,40.420398,-79.898393,"Bus","No Shelter","Bus Stop",5.18927659225,2.85979681541,"5","3",0
"E15120","COMMERCIAL ST AT HOMESTEAD ST",18997,"Both","00796","71, P71",2,40.420848,-79.899368,"Bus","No Shelter","Bus Stop",4.04289154483,4.74775141843,"4","5",0
"E15200","CONNECTING RD AT HAYMAKER RD",14601,"Inbound","N","77",1,40.449488,-79.761802,"Bus","No Shelter","Bus Stop",0.869515764628,0.180256045548,"1","0",0
"E15440","COREY AVE AT 4TH ST",7545,"Inbound","N","59",1,40.40809,-79.867131,"Bus","No Shelter","Bus Stop",9.06813816762,5.28597415198,"9","5",0.07
"E15460","COREY AVE AT 5TH ST",7544,"Inbound","N","59",1,40.407464,-79.866577,"Bus","No Shelter","Bus Stop",0.200950105015,0.200122569308,"0","0",0
"E15470","COREY AVE AT 5TH ST",7554,"Outbound","N","59",1,40.407596,-79.866936,"Bus","No Shelter","Bus Stop",1.65273945914,1.38959081144,"2","1",0
"E15480","COREY AVE AT BRADDOCK AVE",7557,"Both","00078","59, 61A, 61B",3,40.403992,-79.869223,"Bus","No Shelter","Bus Stop",18.7689717316,9.0022691299,"19","9",0.28
"E15490","COREY AVE AT CENTER ST",7543,"Inbound","N","59",1,40.405935,-79.866317,"Bus","No Shelter","Bus Stop",2.19858417881,1.21774660958,"2","1",0
"E15500","COREY AVE AT CENTER ST",7555,"Outbound","N","59",1,40.406169,-79.866332,"Bus","No Shelter","Bus Stop",1.16672845393,1.32234777601,"1","1",0
"E15510","COREY AVE AT MARGARETTA ST",7542,"Inbound","N","59",1,40.404747,-79.867738,"Bus","No Shelter","Bus Stop",3.51067128153,1.75723544961,"4","2",0
"E15520","COREY AVE AT MILLS AVE",7556,"Outbound","N","59",1,40.405146,-79.86741,"Bus","No Shelter","Bus Stop",1.67914101058,3.41622334876,"2","3",0.07
"E15580","CRAFT AVE AT FIFTH AVE FS (DIALYSIS CTR)",39,"Inbound","N","58, 93",2,40.437582,-79.963825,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",15.702690916,10.1665597205,"16","10",0.01
"E15585","CRAFT AVE AT FORBES AVE",8027,"Outbound","N","93",1,40.436972,-79.962841,"Bus","No Shelter","Bus Stop",3.27387145258,13.5782024772,"3","14",0.01
"E15620","CRAIG ST AT FIFTH AVE",2635,"Both","00084","54, 71A, 71C, 93",4,40.447063,-79.949159,"Bus","PAAC","Bus Stop with PAAC Shelter",153.978197787,469.450277405,"154","469",0.19
"E15640","CRAIG ST AT BAUM BLVD FS",14370,"Inbound","N","77",1,40.454302,-79.953506,"Bus","No Shelter","Bus Stop",5.53806361409,6.97145906762,"6","7",0.16
"E15650","CRAIG ST AT BAYARD ST",2634,"Both","N","54, 71A, 71C, 93",4,40.449852,-79.950985,"Bus","No Shelter","Bus Stop",286.284090374,110.469424554,"286","110",0.94
"E15660","CRAIG ST AT BAYARD ST",2572,"Both","N","54, 71A, 71C, 93",4,40.449579,-79.950528,"Bus","No Shelter","Bus Stop",105.970400971,204.493933695,"106","204",0.34
"E15665","CRAIG ST OPP BIGELOW BLVD",8578,"Both","N","77, 93",2,40.456471,-79.954757,"Bus","No Shelter","Bus Stop",6.35904850555,16.0577407307,"6","16",0
"E15670","CRAIG ST AT BIGELOW BLVD FS",19089,"Both","N","77, 93",2,40.456493,-79.955012,"Bus","No Shelter","Bus Stop",6.11257652454,17.1789709423,"6","17",0.02
"E15680","CRAIG ST AT CENTRE AVE",2573,"Both","N","54, 71A, 71C, 93",4,40.451805,-79.951963,"Bus","No Shelter","Bus Stop",159.873691876,369.81834917,"160","370",1.15
"E15730","CRAIG ST AT PARK PLAZA",2571,"Both","00840","54, 71A, 71C, 93",4,40.447427,-79.949133,"Bus","No Shelter","Bus Stop",292.378700399,125.071484065,"292","125",0.22
"E15840","CRAWFORD ST AT WEBSTER AVE",8737,"Outbound","N","81",1,40.443176,-79.987479,"Bus","No Shelter","Bus Stop",1.42416884269,3.20373967625,"1","3",0.06
"E15925","EAST LIBERTY BLVD AT BROAD ST",9342,"Inbound","N","74, 75, 89",3,40.460895,-79.916038,"Bus","No Shelter","Bus Stop",13.8732964671,55.3825363709,"14","55",0.02
"E15950","EAST LIBERTY BLVD AT DAHLEM PL",8541,"Outbound","05650","74, 75, 77, 82, 86, 89",6,40.458158,-79.916578,"Bus","No Shelter","Bus Stop",50.6314107157,66.9416538802,"51","67",0.33
"E15960","EAST LIBERTY BLVD AT FRANKSTOWN AVE",8543,"Outbound","03073","74, 75, 77, 82, 86, 89, P17",7,40.460632,-79.915612,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",112.274054658,81.7195608691,"112","82",0.13
"E15970","EAST LIBERTY BLVD AT HAMILTON AVE",8542,"Outbound","N","74, 75, 77, 82, 86, 89",6,40.459705,-79.915761,"Bus","No Shelter","Bus Stop",3.67306884841,7.39872265505,"4","7",0.03
"E15980","EAST LIBERTY BLVD AT PENN AVE",8880,"Inbound","02153","74, 75, 77, 82, 86, 89",6,40.457668,-79.917331,"Bus","No Shelter","Bus Stop",51.8963855097,42.3470485155,"52","42",0.12
"E16010","EAST LIBERTY BLVD OPP HAMILTON AVE",8878,"Inbound","N","74, 75, 77, 82, 86, 89",6,40.459931,-79.91585,"Bus","No Shelter","Bus Stop",21.5153415915,12.7614934128,"22","13",0.03
"E16015","FIFTH AVE RAMP AT FIFTH AVE FS",16029,"Both","05660","28X, 88, P10, P17",4,40.455862,-79.910589,"Bus","No Shelter","Bus Stop",42.1797581702,87.9083692828,"42","88",0.01
"E16020","DALLAS AVE OPP EDGERTON AVE",7638,"Both","N","67, 69, 74",3,40.447924,-79.910825,"Bus","No Shelter","Bus Stop",19.4113318882,0.813522841447,"19","1",0
"E16030","DALLAS AVE AT EDGERTON AVE",7688,"Both","N","67, 69, 74",3,40.447667,-79.910785,"Bus","No Shelter","Bus Stop",0.60020087542,23.7678746156,"1","24",0.01
"E16070","DALLAS AVE AT PENHAM PL",7635,"Inbound","N","67, 69",2,40.451198,-79.908441,"Bus","No Shelter","Bus Stop",26.8561034221,9.3543485749,"27","9",0
"E16080","DALLAS AVE AT PENN AVE",7691,"Outbound","N","67, 69",2,40.451364,-79.908157,"Bus","No Shelter","Bus Stop",8.17359499669,25.2970052442,"8","25",0
"E16100","DALLAS AVE AT REYNOLDS ST",7637,"Inbound","03015","67, 69",2,40.448971,-79.910184,"Bus","No Shelter","Bus Stop",15.6508403716,2.19654562338,"16","2",0
"E16110","DALLAS AVE AT REYNOLDS ST",7689,"Both","20059","67, 69, 74",3,40.448598,-79.9101,"Bus","No Shelter","Bus Stop",1.37310731798,18.2982528404,"1","18",0
"E16160","DARLINGTON RD AT BEACON ST",7997,"Both","N","65",1,40.436125,-79.913821,"Bus","No Shelter","Bus Stop",0.752321725861,2.47229721207,"1","2",0
"E16190","DARRAGH ST OPP VICTORIA ST",9021,"Outbound","N","81, 83",2,40.441139,-79.961439,"Bus","No Shelter","Bus Stop",4.0283912298,14.9944012967,"4","15",0.05
"E16270","DEAN ST AT LARIMER AVE",8450,"Inbound","N","74",1,40.469176,-79.905556,"Bus","No Shelter","Bus Stop",6.64702497844,1.46716841299,"7","1",0
"E16300","DEAN ST AT PAULSON AVE",8398,"Outbound","N","74",1,40.467996,-79.903793,"Bus","No Shelter","Bus Stop",4.22514474501,18.230310829,"4","18",0
"E16470","DESOTO ST AT O'HARA ST",9028,"Inbound","N","81, 83",2,40.443146,-79.959718,"Bus","No Shelter","Bus Stop",18.5379831702,14.8986302042,"19","15",0.01
"E16500","DEVILLIERS ST AT WEBSTER AVE",8708,"Outbound","N","83",1,40.445597,-79.981726,"Bus","No Shelter","Bus Stop",5.31356576482,24.23029041,"5","24",0
"E16530","DEVILLIERS ST AT WYLIE AVE",8707,"Outbound","N","83",1,40.444162,-79.980672,"Bus","No Shelter","Bus Stop",4.30022665642,10.815083553,"4","11",0.05
"E16540","DEVILLIERS ST AT WYLIE AVE",8745,"Inbound","N","83",1,40.444259,-79.980927,"Bus","No Shelter","Bus Stop",1.37771033602,4.89403521391,"1","5",0.05
"E16560","DOBSON ST AT BRERETON ST FS",19551,"Outbound","01391","54",1,40.456889,-79.967099,"Bus","No Shelter","Bus Stop",3.87386487266,1.76492890489,"4","2",0
"E16580","DOBSON ST AT HANCOCK ST",2684,"Outbound","N","54",1,40.457424,-79.965903,"Bus","No Shelter","Bus Stop",10.598679621,2.32511466156,"11","2",0
"E16600","DOBSON ST AT HARDING WAY",2685,"Outbound","N","54",1,40.457837,-79.964979,"Bus","No Shelter","Bus Stop",0.287997232446,0.137914712024,"0","0",0
"E16620","DOBSON ST AT HERRON AVE",2686,"Outbound","N","54",1,40.458138,-79.964264,"Bus","No Shelter","Bus Stop",7.24909966005,1.59563673111,"7","2",0.05
"E17230","DYNAMO WAY AT BEECH ST",17422,"Inbound","00700","59, 68, P68",3,40.400678,-79.835511,"Bus","PAAC","Bus Stop with PAAC Shelter",32.1140437571,12.5260870333,"32","13",0.02
"E17257","EAST BUSWAY AT HAMNETT STATION C",15878,"Inbound","N","P1, P3",2,40.437518,-79.885844,"Busway","PAAC","Busway Station",539.613776662,28.8710266015,"540","29",0.15
"E17288","EAST BUSWAY AT HAMNETT STATION A",16105,"Outbound","N","P1, P3",2,40.437444,-79.885869,"Busway","PAAC","Busway Station",13.9129377214,519.536878599,"14","520",0.07
"E17289","EAST BUSWAY AT HAY ST RAMP INBOUND SHELTER",16014,"Both","01424","68, 71C, 71D, 79, 86, P12, P2, P68, P69, P7, P76",11,40.443271,-79.886907,"Busway","PAAC","Busway Stop with PAAC Shelter",19.1806385084,137.248762314,"19","137",0.12
"E17290","EAST BUSWAY AT HAY ST RAMP OUTBOUND SHELTER",8153,"Both","22220","68, 69, 71, 71C, 71D, 79, 86, P12, P16, P2, P67, P68, P69, P7, P71, P76, P78",17,40.442796,-79.887008,"Busway","PAAC","Busway Stop with PAAC Shelter",273.634016498,70.0964809616,"274","70",0.45
"E17291","EAST BUSWAY AT ROSLYN STATION C",15879,"Inbound","N","P1, P3",2,40.419173,-79.886408,"Busway","PAAC","Busway Station",556.939355685,32.2743183551,"557","32",0.42
"E17292","EAST BUSWAY AT ROSLYN STATION A",16106,"Outbound","N","P1, P3",2,40.418917,-79.886273,"Busway","PAAC","Busway Station",12.7105324129,526.232622268,"13","526",0.29
"E17293","EAST BUSWAY AT SWISSVALE STATION A",16063,"Both","01426","59, P1, P3, P71",4,40.415244,-79.878731,"Busway","PAAC","Busway Station",37.4365464432,73.5648502102,"37","74",1.11
"E17294","EAST BUSWAY AT EAST LIBERTY STATION D",16120,"Inbound","01737","P10, P12, P16, P67, P69, P7, P76, P78",8,40.459453,-79.922851,"Busway","No Shelter","Busway Station",5.3909764107,171.579260542,"5","172",0.13
"E17295","EAST BUSWAY AT WILKINSBURG STATION B",16111,"Both","01582","68, 69, 71, 71C, 71D, 79, 86, P12, P16, P67, P68, P69, P7, P71, P76, P78",16,40.446386,-79.888546,"Busway","No Shelter","Busway Station",356.497951204,32.4658674402,"356","32",0.5
"E17296","EAST BUSWAY AT HOMEWOOD STATION D",16119,"Inbound","N","P12, P16, P67, P69, P7, P76, P78",7,40.452909,-79.899058,"Busway","No Shelter","Busway Station",1.5843778696,25.5401421836,"2","26",0.01
"E17297","EAST BUSWAY AT WILKINSBURG STATION C",15880,"Inbound","01583","P1, P2, P3",3,40.446426,-79.888392,"Busway","PAAC","Busway Station",1430.65504448,218.702511932,"1431","219",1.9
"E17298","EAST BUSWAY AT WILKINSBURG STATION A",16104,"Outbound","01579","P1, P2, P3",3,40.446128,-79.888401,"Busway","PAAC","Busway Station",146.113258906,1546.95938929,"146","1547",1.2
"E17299","EAST BUSWAY AT HOMEWOOD STATION C",8154,"Inbound","N","P1, P2, P3, P68, P71",5,40.452978,-79.899254,"Busway","PAAC","Busway Station",514.090559583,181.348992836,"514","181",0.96
"E17300","EAST BUSWAY AT HERRON STATION B",16107,"Outbound","N","P10, P12, P16, P17, P67, P68, P69, P7, P71, P76, P78",11,40.459205,-79.966599,"Busway","No Shelter","Busway Station",32.0886653629,1.10589490722,"32","1",0.03
"E17301","EAST BUSWAY AT HOMEWOOD STATION A",8160,"Outbound","N","P1, P2, P3",3,40.452813,-79.898947,"Busway","PAAC","Busway Station",120.172844789,387.150385445,"120","387",0.88
"E17302","EAST BUSWAY AT EAST LIBERTY STATION C",8161,"Inbound","01736","P1, P17, P2, P3, P68, P71",6,40.459374,-79.923171,"Busway","PAAC","Busway Station",1282.4516738,875.503124213,"1282","876",3.16
"E17303","EAST BUSWAY AT EAST LIBERTY STATION A",8165,"Outbound","01734","P1, P2, P3",3,40.459399,-79.92286,"Busway","No Shelter","Busway Station",552.765136163,1112.82494506,"553","1113",2.31
"E17304","EAST BUSWAY AT NEGLEY STATION C",8162,"Inbound","N","P1, P17, P2, P3, P68, P71",6,40.456634,-79.932696,"Busway","PAAC","Busway Station",826.258742797,332.640706771,"826","333",0.49
"E17305","EAST BUSWAY AT NEGLEY STATION A",20501,"Outbound","N","P1, P2, P3",3,40.456656,-79.93241,"Busway","PAAC","Busway Station",252.636451963,772.958194432,"253","773",0.59
"E17306","EAST BUSWAY AT HERRON STATION C",8163,"Inbound","N","P1, P17, P2, P68, P71",5,40.459333,-79.966598,"Busway","PAAC","Busway Station",57.3729748116,143.007106784,"57","143",0.02
"E17307","EAST BUSWAY AT HERRON STATION A",5125,"Outbound","N","P1, P2",2,40.459324,-79.966245,"Busway","PAAC","Busway Station",106.902355128,26.6741736832,"107","27",0.08
"E17308","EAST BUSWAY AT NEGLEY STATION B",20502,"Outbound","N","P10, P12, P16, P17, P67, P68, P69, P7, P71, P76, P78",11,40.456658,-79.932507,"Busway","No Shelter","Busway Station",214.969577978,8.9128889481,"215","9",0.05
"E17309","EAST BUSWAY AT NEGLEY STATION D",16121,"Inbound","N","P10, P12, P16, P67, P69, P7, P76, P78",8,40.4568,-79.932492,"Busway","No Shelter","Busway Station",2.06595406025,76.8764789581,"2","77",0.01
"E17310","EAST BUSWAY AT EAST LIBERTY STATION B",16109,"Outbound","01735","P10, P12, P16, P17, P67, P68, P69, P7, P71, P76, P78",11,40.459319,-79.923127,"Busway","PAAC","Busway Station",224.762533222,16.8647956401,"225","17",0.18
"E17311","EAST BUSWAY AT HOMEWOOD STATION B",16110,"Outbound","N","P12, P16, P67, P68, P69, P7, P71, P76, P78",9,40.452942,-79.899247,"Busway","No Shelter","Busway Station",31.5676561748,4.22481853753,"32","4",0.02
"E17312","EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP",16083,"Inbound","01422","P1, P10, P12, P16, P17, P2, P3, P67, P68, P69, P7, P71, P76, P78",14,40.457675,-79.911891,"Busway","PAAC","Busway Stop with PAAC Shelter",40.4334244621,46.5329920568,"40","47",0.15
"E17313","EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP",16085,"Outbound","20037","P1, P10, P12, P16, P17, P2, P3, P67, P68, P69, P7, P71, P76, P78",14,40.457519,-79.911937,"Busway","PAAC","Busway Stop with PAAC Shelter",40.5821332982,39.4339903522,"41","39",0.12
"E17314","EAST BUSWAY AT HERRON STATION D",16122,"Inbound","N","P10, P12, P16, P67, P69, P7, P76, P78",8,40.459405,-79.966303,"Busway","No Shelter","Busway Station",1.04773509844,28.1662526759,"1","28",0.03
"E17316","EAST BUSWAY AT WILKINSBURG STATION D",16118,"Both","01584","68, 69, 71, 71C, 71D, 79, 86, P12, P16, P67, P68, P69, P7, P71, P76, P78",16,40.446257,-79.88829,"Busway","No Shelter","Busway Station",19.0972523649,497.398027332,"19","497",0.64
"E17320","EAST HILLS DR AT PARK HILL DR",8948,"Inbound","N","79",1,40.452679,-79.87371,"Bus","No Shelter","Bus Stop",1.4199513884,7.52745500152,"1","8",0.01
"E17325","EAST HILLS DR AT SCHOOL DRVWY",20489,"Outbound","N","79",1,40.453823,-79.873045,"Bus","No Shelter","Bus Stop",4.41975204988,0.677498551258,"4","1",0.02
"E17330","EAST HILLS DR AT WILNER DR",20418,"Outbound","N","79",1,40.454957,-79.871158,"Bus","No Shelter","Bus Stop",0,0,"No Data","No Data",0.01
"E17340","EAST HILLS DR AT #2220",9164,"Outbound","N","79",1,40.45456,-79.871901,"Bus","No Shelter","Bus Stop",44.7338447577,2.94548956439,"45","3",0.03
"E17350","EAST HILLS DR OPP #2220",8946,"Inbound","N","79",1,40.454659,-79.872041,"Bus","No Shelter","Bus Stop",3.15615969057,8.99584653135,"3","9",0.05
"E17355","EAST HILLS DR OPP SCHOOL DRVWY",20490,"Inbound","N","79",1,40.454028,-79.873043,"Bus","No Shelter","Bus Stop",1.11455592547,7.60693199603,"1","8",0
"E17367","EAST LIBERTY BLVD AT EUCLID AVE",9228,"Inbound","N","89",1,40.466561,-79.925664,"Bus","No Shelter","Bus Stop",4.10194622484,0.986661593252,"4","1",0.02
"E17368","EAST LIBERTY BLVD AT EUCLID AVE",9234,"Outbound","N","89",1,40.466781,-79.925072,"Bus","No Shelter","Bus Stop",2.63176621072,5.23055493361,"3","5",0.01
"E17373","EAST LIBERTY BLVD AT HIGHLAND AVE FS",20101,"Inbound","03037","75, 89",2,40.465707,-79.92238,"Bus","No Shelter","Bus Stop",18.0977955236,26.6153482756,"18","27",0.03
"E17380","EAST LIBERTY BLVD AT LARIMER AVE",18966,"Inbound","N","75, 89",2,40.463374,-79.917726,"Bus","No Shelter","Bus Stop",21.2936548844,13.6292664195,"21","14",0
"E17393","EAST LIBERTY BLVD AT NEGLEY AVE FS",19457,"Inbound","N","89",1,40.467382,-79.927967,"Bus","No Shelter","Bus Stop",7.84929752474,0.889098671884,"8","1",0.01
"E17395","EAST LIBERTY BLVD AT NEGLEY AVE",9235,"Outbound","N","89",1,40.467792,-79.927837,"Bus","No Shelter","Bus Stop",1.74160500309,6.89009045232,"2","7",0
"E17405","EAST LIBERTY BLVD AT CENTRE AVE",20100,"Inbound","N","75, 89",2,40.465002,-79.92019,"Bus","No Shelter","Bus Stop",27.6339853061,10.6502986645,"28","11",0.06
"E17422","ECKSTEIN PL AT WADSWORTH ST",16026,"Outbound","N","81",1,40.442753,-79.968203,"Bus","No Shelter","Bus Stop",5.65277853674,5.28113975693,"6","5",0
"E17424","ECKSTEIN PL AT WADSWORTH ST FS",18918,"Inbound","N","81",1,40.442661,-79.968494,"Bus","No Shelter","Bus Stop",3.49481571061,13.1369513897,"3","13",0.02
"E17440","EDGEWOOD AVE AT ELM ST FS",19406,"Inbound","N","61A, P7",2,40.431543,-79.884402,"Bus","No Shelter","Bus Stop",22.8139982361,1.12331308525,"23","1",0.01
"E17460","EDGEWOOD AVE AT COLUMBIA AVE",7067,"Inbound","N","61A, P7",2,40.424364,-79.885952,"Bus","No Shelter","Bus Stop",11.4515168261,0.955827124423,"11","1",0.02
"E17480","EDGEWOOD AVE AT DELAWARE AVE",7068,"Inbound","N","61A, P7",2,40.425295,-79.885623,"Bus","No Shelter","Bus Stop",17.2710796322,0.953648193298,"17","1",0
"E17510","EDGEWOOD AVE AT EDGEWOOD CT",7072,"Inbound","N","61A, P7",2,40.430193,-79.884301,"Bus","No Shelter","Bus Stop",21.1585148873,2.62488754512,"21","3",0.02
"E17540","EDGEWOOD AVE AT GORDON ST",7071,"Inbound","N","61A, P7",2,40.428637,-79.884554,"Bus","No Shelter","Bus Stop",17.9870958746,1.1213937583,"18","1",0.02
"E17560","EDGEWOOD AVE AT LACROSSE ST",7069,"Inbound","N","61A, P7",2,40.426708,-79.88514,"Bus","Lamar","Bus Stop with Non-PAAC Shelter",29.2462251938,3.80980561803,"29","4",0.01
"E17580","EDGEWOOD AVE AT LLOYD AVE",7070,"Inbound","N","61A, P7",2,40.427711,-79.884855,"Bus","No Shelter","Bus Stop",10.6653406601,0.403956704509,"11","0",0
"E17590","EDGEWOOD AVE AT MAPLE AVE",7074,"Inbound","10019","61A, P7",2,40.43287,-79.884664,"Bus","No Shelter","Bus Stop",17.0688050092,8.59568807442,"17","9",0.01
"E17610","EDGEWOOD AVE OPP ELM ST",19408,"Outbound","N","61A, P7",2,40.431491,-79.884603,"Bus","No Shelter","Bus Stop",2.86759661366,29.5477622625,"3","30",0.03
"E17620","EDGEWOOD AVE OPP COLUMBIA AVE",7154,"Outbound","N","61A, P7",2,40.424628,-79.88604,"Bus","No Shelter","Bus Stop",1.71408095313,9.70794209508,"2","10",0
"E17640","EDGEWOOD AVE OPP DELAWARE AVE",7153,"Outbound","N","61A, P7",2,40.425534,-79.885768,"Bus","No Shelter","Bus Stop",1.30234538739,14.3655508332,"1","14",0
"E17680","EDGEWOOD AVE OPP GORDON ST",7151,"Outbound","N","61A, P7",2,40.428893,-79.884784,"Bus","No Shelter","Bus Stop",2.28400498689,27.7735749203,"2","28",0.02
"E17700","EDGEWOOD AVE OPP LACROSSE AVE",7152,"Outbound","N","61A, P7",2,40.426968,-79.885268,"Bus","No Shelter","Bus Stop",3.87512785132,24.7442838184,"4","25",0
"E17720","EDGEWOOD AVE AT SAILOR PL FS",19405,"Inbound","N","61A, P7",2,40.422974,-79.886334,"Bus","No Shelter","Bus Stop",5.16230422004,0.591252053291,"5","1",0.01
"E17750","EDGEWOOD TOWNE CENTRE AT TOWNE CENTRE OFFICES",7374,"Inbound","N","71, P71",2,40.424801,-79.887444,"Bus","No Shelter","Bus Stop",0.211860697881,1.39062242794,"0","1",0.01
"E17760","EDGEWOOD TOWNE CENTRE AT DOLLAR TREE",7376,"Both","00665","71, P71",2,40.427368,-79.886414,"Bus","No Shelter","Bus Stop",2.69701049968,4.88355654237,"3","5",0.01
"E17770","EDGEWOOD TOWNE CENTRE AT GIANT EAGLE FS",19888,"Both","N","71, P71",2,40.425831,-79.886734,"Bus","No Shelter","Bus Stop",24.6566513077,19.7919556301,"25","20",0.04
"E17780","EDGEWOOD TOWNE CENTRE AT LAUNDRY ROOM",7378,"Both","N","71, P71",2,40.427841,-79.887283,"Bus","No Shelter","Bus Stop",2.11099304336,2.27079036181,"2","2",0
"E17790","EDGEWOOD TOWNE CENTRE AT RENT WAY",7379,"Both","N","71, P71",2,40.426666,-79.88768,"Bus","No Shelter","Bus Stop",3.1537910585,1.76564033791,"3","2",0.01
"E17940","ELECTRIC AVE AT GREEK CATHOLIC CHURCH",7820,"Outbound","N","69, P69",2,40.402899,-79.837551,"Bus","No Shelter","Bus Stop",0.501948145017,2.01120001931,"1","2",0
"E17965","ELECTRIC AVE OPP ELECTRIC AVENUE APARTMENTS",7779,"Inbound","N","69, P69",2,40.40221,-79.836619,"Bus","No Shelter","Bus Stop",3.00536920819,0.440119047619,"3","0",0
"E17970","ELECTRIC AVE AT NORTH AVE",7782,"Inbound","N","69, P69",2,40.405326,-79.838921,"Bus","No Shelter","Bus Stop",11.7058586879,2.5510422628,"12","3",0
"E18010","ELECTRIC AVE OPP DYNAMO WAY",7778,"Inbound","00710","69, P69",2,40.401154,-79.834834,"Bus","No Shelter","Bus Stop",23.9655936754,3.257835086,"24","3",0.04
"E18020","ELECTRIC AVE AT OLYMPIA HALL",7780,"Inbound","N","69, P69",2,40.402738,-79.83724,"Bus","No Shelter","Bus Stop",0,0,"No Data","No Data",0
"E18025","ELECTRIC AVE AT ELECTRIC AVENUE APARTMENTS",7821,"Outbound","N","69, P69",2,40.402065,-79.836732,"Bus","No Shelter","Bus Stop",0.397243651693,0.716059666914,"0","1",0
"E18040","ELECTRIC AVE OPP NORTH AVE",7818,"Outbound","N","69, P69",2,40.405463,-79.839374,"Bus","No Shelter","Bus Stop",1.41701127667,6.42591014138,"1","6",0
"E18270","ELLA ST AT FRIENDSHIP AVE FS",19120,"Inbound","N","87",1,40.464467,-79.950631,"Bus","No Shelter","Bus Stop",17.0827283165,31.7467124566,"17","32",0
"E18280","ELLA ST AT LIBERTY AVE",14856,"Inbound","01588","87",1,40.463324,-79.951812,"Bus","PAAC","Bus Stop with PAAC Shelter",68.9878725032,25.5910807837,"69","26",0.03
"E18400","ELLSWORTH AVE AT AIKEN AVE",8249,"Inbound","N","75",1,40.452813,-79.936656,"Bus","No Shelter","Bus Stop",35.6896139866,12.7425414984,"36","13",0.02
"E18410","ELLSWORTH AVE AT AIKEN AVE",8261,"Outbound","N","75",1,40.452551,-79.936853,"Bus","No Shelter","Bus Stop",14.5661356906,54.9207133699,"15","55",0.03
"E18420","ELLSWORTH AVE AT AMBERSON AVE",8251,"Inbound","N","75",1,40.451387,-79.940904,"Bus","No Shelter","Bus Stop",9.10150497903,3.60906691351,"9","4",0.01
"E18430","ELLSWORTH AVE AT AMBERSON AVE",8259,"Outbound","N","75",1,40.451209,-79.941072,"Bus","No Shelter","Bus Stop",3.97820163013,8.75733738985,"4","9",0
"E18450","ELLSWORTH AVE AT CATHEDRAL MANSIONS",8256,"Outbound","N","75",1,40.448496,-79.94695,"Bus","No Shelter","Bus Stop",12.5895610615,8.64012394006,"13","9",0
"E18470","ELLSWORTH AVE AT COLLEGE ST",8268,"Outbound","N","75",1,40.456947,-79.929386,"Bus","No Shelter","Bus Stop",5.85290859725,26.1354294953,"6","26",0
"E18480","ELLSWORTH AVE AT COLONIAL PL",8250,"Inbound","N","75",1,40.451945,-79.939179,"Bus","No Shelter","Bus Stop",4.60176137506,1.14239421594,"5","1",0
"E18490","ELLSWORTH AVE AT DEVONSHIRE ST",8253,"Inbound","N","75",1,40.450505,-79.944924,"Bus","No Shelter","Bus Stop",2.39687935129,4.21750562924,"2","4",0
"E18500","ELLSWORTH AVE AT DEVONSHIRE ST",8257,"Outbound","N","75",1,40.450299,-79.945092,"Bus","No Shelter","Bus Stop",4.14796422796,4.8987954054,"4","5",0
